# Rime user dictionary
#@/db_name	pinyin_simp
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	345520
#@/user_id	de2906ef-e74d-4ea7-bed0-6466917abe46
a 	啊	c=1163 d=4.67475 t=345520
yu tian 	预填	c=3 d=1 t=327461
yu wen 	语文	c=13 d=1.76721 t=321317
yu xia 	余下	c=1 d=1 t=228353
yu xia 	鱼虾	c=2 d=1 t=326138
yu xian 	预先	c=18 d=1 t=344721
yu yan 	寓言	c=1 d=1 t=317676
yu yan 	语言	c=77 d=1 t=343314
yu yan 	预言	c=1 d=1 t=154202
yu yan biao 	语言表	c=1 d=1 t=215509
yu yi 	语义	c=14 d=1 t=258833
yu yi 	雨衣	c=11 d=1.55157 t=325367
yu yin 	语音	c=6 d=1 t=337708
yu ying 	玉英	c=1 d=1 t=342040
yu yong hu 	域用户	c=1 d=1 t=91202
yu yuan 	余元	c=2 d=1 t=184382
yu yue 	预约	c=36 d=1.97575 t=340734
yu yun juan 	余云娟	c=1 d=1 t=315330
yu zhang hao 	域帐号	c=22 d=1 t=220668
yu zhang hu 	域账户	c=1 d=1 t=9371
yu zheng 	余正	c=7 d=1.99501 t=26181
yu zhi 	阈值	c=3 d=1 t=164626
yu zhi 	预置	c=1 d=1 t=177854
yu zhu 	域主	c=8 d=1.04328 t=52318
yuan 	元	c=41 d=1 t=340793
yuan 	原	c=133 d=1 t=343504
yuan 	员	c=43 d=1 t=341781
yuan 	园	c=1 d=1 t=43728
yuan 	愿	c=1 d=1 t=323474
yuan 	源	c=122 d=1.00091 t=343512
yuan 	苑	c=1 d=1 t=61336
yuan 	袁	c=1 d=1 t=20521
yuan 	远	c=17 d=1 t=266547
yuan ban 	原版	c=1 d=1 t=47174
yuan ben 	原本	c=22 d=1 t=306111
yuan biao 	源表	c=3 d=1 t=343503
yuan bu yuan yi 	愿不愿意	c=1 d=1 t=241971
yuan cai liao 	原材料	c=1 d=1 t=285319
yuan cheng 	远程	c=16 d=1 t=326310
yuan chu 	远处	c=4 d=1.21014 t=326739
yuan dai ma 	源代码	c=15 d=1.99005 t=341821
yuan dan 	元旦	c=3 d=1.9802 t=302876
yuan di 	原地	c=3 d=1.99005 t=335870
yuan di 	园地	c=1 d=1 t=312818
yuan dong li 	原动力	c=1 d=1 t=128164
yuan fang 	元芳	c=7 d=2.35717 t=332059
yuan fang 	远方	c=1 d=1 t=46665
yuan feng bu dong 	原封不动	c=1 d=1 t=288322
yuan fu 	园服	c=1 d=1 t=276176
yuan gong 	员工	c=79 d=1.00703 t=343843
yuan gong hao 	员工号	c=1 d=1 t=254768
yuan gong ji chu 	员工基础	c=1 d=1 t=103447
yuan han shu 	原函数	c=1 d=1 t=303083
yuan jia 	原价	c=1 d=1 t=236968
yuan jian 	元件	c=1 d=1 t=155231
yuan jing 	愿景	c=5 d=4.30966 t=32562
yuan jing 	远景	c=1 d=1 t=94679
yuan lai 	原来	c=99 d=1 t=337643
yuan li 	原理	c=29 d=1 t=343051
yuan li 	远离	c=1 d=1 t=25571
yuan lin 	园林	c=1 d=1 t=343072
yuan lu 	原路	c=1 d=1 t=10028
yuan ma 	源码	c=5 d=1 t=92054
yuan man 	圆满	c=1 d=1 t=299325
yuan ming yuan 	圆明园	c=1 d=1 t=345505
yuan nan 	原难	c=1 d=1 t=206059
yuan pei 	原配	c=1 d=1 t=272315
yuan qiu 	圆球	c=3 d=2.58728 t=345105
yuan qu 	园区	c=4 d=1 t=284207
yuan qu 	院区	c=4 d=1.8781 t=281299
yuan sheng 	原生	c=20 d=1 t=290761
yuan shi 	原始	c=76 d=1 t=308038
yuan shi lei 	原始类	c=2 d=1.26185 t=279531
yuan shu 	原数	c=2 d=1 t=108238
yuan shu ju 	元数据	c=1 d=1 t=274051
yuan su 	元素	c=40 d=1 t=343559
yuan tong 	圆通	c=2 d=1.0001 t=141964
yuan wang 	愿望	c=6 d=1.99501 t=287332
yuan wen 	原文	c=4 d=1 t=180410
yuan xiang 	园香	c=1 d=1 t=338215
yuan xiao 	元宵	c=2 d=1 t=297278
yuan xiao jie 	元宵节	c=2 d=1.99005 t=158529
yuan xing 	原型	c=42 d=1 t=311729
yuan yan 	怨言	c=1 d=1 t=228856
yuan yang 	原样	c=11 d=1 t=310937
yuan yang 	鸳鸯	c=1 d=1 t=43514
yuan yi 	原意	c=2 d=1 t=340423
yuan yi 	愿意	c=30 d=1 t=303322
yuan yin 	原因	c=389 d=0.053397 t=345520
yuan you 	原有	c=1 d=1 t=159642
yuan yu 	源于	c=1 d=1 t=66914
yuan yuan 	媛媛	c=18 d=1 t=314086
yuan yuan 	远远	c=1 d=1 t=326742
yuan ze 	原则	c=29 d=1 t=328882
yuan ze shang 	原则上	c=2 d=1 t=248549
yuan zhen long 	袁振龙	c=2 d=1.76338 t=20510
yuan zheng 	远征	c=1 d=1 t=147812
yuan zhi 	原值	c=1 d=1 t=308950
yuan zhi yuan wei 	原汁原味	c=1 d=1 t=163407
yuan zhuang 	原装	c=1 d=1 t=272327
yuan zi 	原子	c=11 d=1 t=337306
yuan zi 	源自	c=1 d=1 t=279742
yuan zi 	院子	c=1 d=1 t=205665
yuan zi li 	院子里	c=1 d=1 t=205540
yuan zi xing 	原子性	c=1 d=1 t=25612
yue 	悦	c=1 d=1 t=49849
yue 	月	c=512 d=1.00122 t=345436
yue 	约	c=133 d=0.0177926 t=345520
yue 	越	c=45 d=0.0753961 t=345520
yue bao 	月报	c=2 d=1 t=278972
yue bing 	月饼	c=4 d=1.00105 t=266231
yue chang 	越长	c=2 d=1.97045 t=123376
yue chu 	月初	c=4 d=1 t=319644
yue da 	越大	c=0 d=0.1 t=307491
yue dao 	约到	c=1 d=1 t=5616
yue di 	月底	c=11 d=1 t=311180
yue di qian 	月底前	c=1 d=1 t=259197
yue ding 	约定	c=13 d=1 t=344786
yue du 	月度	c=8 d=1 t=334886
yue du 	阅读	c=25 d=1 t=334885
yue duo 	越多	c=1 d=1 t=184688
yue fan 	约饭	c=2 d=1 t=43997
yue fen 	月份	c=8 d=1 t=328693
yue fu 	岳父	c=2 d=1 t=211169
yue ge 	约个	c=1 d=1 t=254458
yue hao 	越好	c=1 d=1 t=154001
yue he 	约合	c=1 d=1 t=307503
yue jun 	月均	c=1 d=1 t=136205
yue kan 	月刊	c=1 d=1 t=270585
yue kan 	越看	c=1 d=1 t=205585
yue ke 	月科	c=1 d=1 t=58912
yue lai yue 	越来越	c=21 d=1.00022 t=337938
yue lai yue duo 	越来越多	c=1 d=1 t=124875
yue le 	约了	c=1 d=1 t=269555
yue lei ji 	月累计	c=1 d=1 t=264337
yue liang 	月亮	c=1 d=1 t=245860
yue mu 	岳母	c=1 d=1 t=211170
yue n 	月嗯	c=1 d=1 t=330698
yue nan 	越南	c=724 d=2.96479 t=345249
yue nan ban gong shi 	越南办公室	c=1 d=1 t=259156
yue nan duan 	越南端	c=1 d=1 t=311375
yue nan dun 	越南盾	c=12 d=1 t=314853
yue nan ren min 	越南人民	c=1 d=1 t=263324
yue nan wen 	越南文	c=6 d=1.97948 t=332166
yue nan yu 	越南语	c=3 d=1 t=273102
yue qiang 	越强	c=1 d=1 t=24984
yue quan 	越权	c=6 d=2.88957 t=135843
yue shao 	越少	c=2 d=1 t=184690
yue shu 	约束	c=17 d=1 t=321833
yue xiu 	越秀	c=1 d=1 t=187414
yue zhang 	岳丈	c=1 d=1 t=328324
yue zhong 	月中	c=1 d=1 t=14247
yue zhou 	月周	c=1 d=0.878801 t=306913
yue zhou ri 	月周日	c=2 d=1.00144 t=308223
yue zhu yue da 	越住越大	c=1 d=1 t=307492
yun 	云	c=56 d=1 t=340377
yun 	耘	c=1 d=0.23457 t=345520
yun 	芸	c=1 d=1 t=92199
yun 	运	c=15 d=1 t=313451
yun che 	晕车	c=0 d=0.1 t=125352
yun che yao 	晕车药	c=1 d=1 t=125353
yun dan 	运单	c=412 d=1.29492 t=344938
yun dan biao qian 	运单标签	c=1 d=1 t=250715
yun dan hao 	运单号	c=56 d=1 t=338518
yun dan ji 	运单级	c=1 d=1 t=160440
yun dan liang 	运单量	c=1 d=1 t=305705
yun dao 	运到	c=1 d=1 t=243873
yun ding 	云定	c=1 d=1 t=220423
yun dong 	运动	c=8 d=1 t=196959
yun dong hui 	运动会	c=2 d=1.00791 t=36094
yun dong xie 	运动鞋	c=1 d=1 t=251382
yun duan 	云端	c=1 d=1 t=338794
yun duo 	云朵	c=1 d=1 t=46662
yun fei 	运费	c=7 d=1 t=337624
yun gu 	云谷	c=1 d=1 t=19414
yun heng 	允恒	c=2 d=1 t=181282
yun juan 	云娟	c=1 d=0.1 t=315329
yun li 	运力	c=37 d=1.00057 t=339223
yun lu 	云路	c=9 d=1 t=279741
yun nan 	云南	c=10 d=1 t=321279
yun pan 	云盘	c=4 d=1 t=27273
yun pei 	云配	c=1 d=1 t=19804
yun qi 	孕期	c=1 d=1 t=285259
yun qi 	运气	c=1 d=1 t=269008
yun qi bao peng 	运气爆棚	c=1 d=1 t=155617
yun shang 	云上	c=11 d=1 t=255291
yun shu 	运输	c=22 d=2.70378 t=330202
yun shu fei 	运输费	c=1 d=1 t=94372
yun si 	晕死	c=0 d=0.1 t=127543
yun suan 	运算	c=3 d=1.79453 t=304077
yun wei 	运维	c=49 d=1 t=326294
yun xing 	运行	c=60 d=6.00573 t=336798
yun xing shi 	运行时	c=4 d=1.75578 t=165440
yun xing zhong 	运行中	c=1 d=1 t=175151
yun xu 	允许	c=31 d=1 t=278217
yun ying 	运营	c=86 d=1 t=341960
yun ying zhi cheng 	运营支撑	c=2 d=1 t=21610
yun yong 	运用	c=1 d=0.000302025 t=345520
yun zhuan 	运转	c=1 d=1 t=100359
za 	咋	c=152 d=1 t=336034
za 	杂	c=2 d=1 t=284411
za 	砸	c=2 d=1 t=242315
za ban 	咋办	c=1 d=0.00078095 t=345520
za bu 	咋不	c=1 d=1 t=188370
za chi 	咋吃	c=1 d=1 t=213539
za fei 	杂费	c=3 d=1.67368 t=115226
za hui shi 	咋回事	c=1 d=1 t=276347
za huo 	杂货	c=1 d=1 t=173916
za rou 	咋揉	c=1 d=1 t=234864
za rou 	杂揉	c=2 d=1.11884 t=235292
za shuo 	咋说	c=1 d=1 t=240261
za wu 	杂物	c=1 d=1 t=271202
za xiang 	杂项	c=2 d=1 t=115210
za yang 	咋样	c=65 d=1 t=340452
za yong 	咋用	c=1 d=1 t=133542
za zheng 	咋整	c=3 d=1 t=176458
zai 	仔	c=0 d=0.1 t=122595
zai 	再	c=688 d=2.30285 t=345520
zai 	在	c=2562 d=2.09903 t=345520
zai 	宰	c=1 d=1 t=213365
zai 	载	c=1 d=1 t=5419
zai bu 	再不	c=1 d=1 t=288275
zai bu zai 	在不在	c=2 d=1 t=273714
zai ci 	再次	c=18 d=1 t=343921
zai he 	载荷	c=1 d=1 t=132069
zai hu 	在乎	c=2 d=1 t=271643
zai jia 	在家	c=10 d=1 t=230706
zai jian 	再见	c=1 d=1 t=51639
zai jie zai li 	再接再厉	c=1 d=1 t=285509
zai lai 	再来	c=1 d=0.1 t=59241
zai lie 	在列	c=1 d=1 t=34469
zai na er 	在哪儿	c=2 d=1 t=196757
zai nan 	灾难	c=4 d=1.92003 t=173173
zai nei 	在内	c=1 d=1 t=323760
zai ni 	在你	c=1 d=1 t=188315
zai qu 	再去	c=1 d=1 t=269652
zai shuo 	再说	c=4 d=0.348418 t=345520
zai suo nan mian 	在所难免	c=1 d=1 t=132246
zai ti 	载体	c=1 d=1 t=246919
zai tu 	在途	c=5 d=1 t=224271
zai xian 	在线	c=42 d=1 t=329832
zai xian shu 	在线书	c=1 d=1 t=111385
zai yi 	在意	c=41 d=1.99501 t=334813
zai yong 	再用	c=1 d=1 t=341258
zai yu 	在于	c=2 d=0.00501661 t=345520
zai zong 	在总	c=36 d=1.74349 t=333490
zan 	咱	c=28 d=1 t=330376
zan 	攒	c=7 d=1 t=214290
zan 	暂	c=20 d=1 t=339888
zan 	赞	c=1 d=1 t=294518
zan bu 	暂不	c=2 d=1 t=153238
zan cun 	咱存	c=1 d=1 t=15932
zan cun 	暂存	c=10 d=1 t=301919
zan cun biao 	暂存表	c=1 d=1 t=150573
zan dian 	攒点	c=1 d=1 t=29304
zan ding 	暂定	c=12 d=1 t=256972
zan fa 	咱发	c=1 d=1 t=16675
zan gu 	暂估	c=14 d=1.88282 t=342282
zan huan 	暂缓	c=2 d=1 t=313551
zan ji 	咱集	c=1 d=1 t=179673
zan liang 	咱俩	c=1 d=1 t=228459
zan m 	咱呒	c=1 d=1 t=237631
zan men 	咱们	c=827 d=0.362402 t=345520
zan men you mei you 	咱们有没有	c=1 d=1 t=307106
zan qian 	攒钱	c=4 d=1.9802 t=121373
zan shang 	赞赏	c=1 d=1 t=322908
zan shi 	暂时	c=89 d=0.0544757 t=345520
zan shi xing 	暂时性	c=1 d=1 t=184878
zan ting 	暂停	c=22 d=1.8781 t=330403
zan wu 	暂无	c=2 d=1 t=225042
zang 	脏	c=8 d=1 t=230203
zang shu ju 	脏数据	c=1 d=1 t=127734
zang xia 	脏下	c=1 d=1 t=316860
zao 	早	c=58 d=1.0013 t=345514
zao 	灶	c=2 d=1.9765 t=141773
zao 	躁	c=1 d=1 t=279151
zao 	造	c=15 d=1 t=261176
zao 	遭	c=1 d=1 t=107819
zao an 	早安	c=1 d=1 t=279888
zao can 	早餐	c=3 d=0.1 t=317927
zao can dian 	早餐点	c=1 d=1 t=317928
zao chen 	早晨	c=2 d=1 t=246647
zao cheng 	造成	c=28 d=1 t=301936
zao chun 	早春	c=1 d=1 t=164519
zao dian 	早点	c=18 d=1 t=344031
zao dian er 	早点儿	c=7 d=1.86502 t=339816
zao ding 	早定	c=1 d=1 t=142476
zao du 	早度	c=1 d=1 t=112069
zao fan 	早饭	c=5 d=1 t=326589
zao gao 	糟糕	c=1 d=1 t=32585
zao hua 	造化	c=0 d=0.1 t=293774
zao ji tian 	早几天	c=1 d=1 t=256274
zao jiu 	早就	c=6 d=1 t=307442
zao qi 	早期	c=17 d=1 t=275145
zao ri 	早日	c=5 d=1 t=279879
zao shang 	早上	c=94 d=1 t=339769
zao sheng gui zi 	早生贵子	c=2 d=1 t=111367
zao shui 	早睡	c=1 d=1 t=178412
zao wan 	早晚	c=2 d=1 t=257775
zao xian 	早先	c=5 d=1 t=175033
zao xin 	糟心	c=2 d=1 t=213535
zao yi 	早已	c=1 d=1 t=67713
zao yi tian 	早一天	c=1 d=1 t=254543
zao yin 	噪音	c=1 d=1 t=142680
zao yu 	早于	c=1 d=1 t=67106
zao yu 	遭遇	c=1 d=1 t=173336
zao zao 	早早	c=7 d=1 t=208931
ze 	则	c=381 d=0.618483 t=345520
ze 	择	c=1 d=1 t=132291
ze 	责	c=3 d=1 t=259499
ze ba 	则把	c=1 d=1 t=15227
ze bei 	责备	c=1 d=1 t=322747
ze hao 	泽浩	c=1 d=1 t=321718
ze hui 	则会	c=1 d=1 t=180797
ze ma 	责骂	c=1 d=1 t=109122
ze qi 	择期	c=2 d=1 t=171755
ze ren 	责任	c=16 d=1.26948 t=302463
ze ren ren 	责任人	c=2 d=1 t=291696
ze ri 	择日	c=1 d=1 t=246280
ze shi 	则是	c=39 d=1 t=328405
ze yao 	则要	c=1 d=1 t=231093
ze yong yu 	则用于	c=1 d=1 t=154206
zei 	贼	c=1 d=1 t=252008
zei kuai 	贼快	c=1 d=1 t=5424
zen 	怎	c=1 d=1 t=190961
zen jia 	怎假	c=1 d=1 t=15297
zen m 	怎呒	c=2 d=1 t=296779
zen me 	怎么	c=418 d=0.396531 t=345520
zen me fu zhi 	怎么复制	c=1 d=1 t=216175
zen me la 	怎么啦	c=1 d=1 t=178408
zen me n 	怎么嗯	c=13 d=1.00003 t=315506
zen me ne 	怎么呢	c=1 d=1 t=12604
zen me shu 	怎么熟	c=1 d=1 t=205518
zen me yang 	怎么样	c=1 d=1 t=175562
zen me zhao 	怎么着	c=1 d=1 t=241955
zen me zhe 	怎么着	c=1 d=1 t=298406
zen mei 	怎没	c=1 d=1 t=96883
zen men 	怎们	c=10 d=1 t=287425
zen meng 	怎梦	c=1 d=1 t=202341
zen yang 	怎样	c=13 d=1 t=324898
zen yang de 	怎样的	c=1 d=1 t=97306
zeng 	增	c=14 d=1 t=308839
zeng 	曾	c=10 d=0.0319048 t=345520
zeng 	甑	c=1 d=1 t=188378
zeng biao 	增表	c=1 d=1 t=336844
zeng da 	增大	c=2 d=1 t=186058
zeng duo 	增多	c=1 d=1 t=247097
zeng fu 	增幅	c=1 d=1 t=267738
zeng jia 	增加	c=218 d=1.0012 t=344392
zeng jia le 	增加了	c=3 d=1 t=340889
zeng jian 	增减	c=4 d=3.95047 t=232738
zeng jin 	增进	c=1 d=1 t=13861
zeng liang 	增量	c=21 d=1 t=341207
zeng qiang 	增强	c=11 d=1.00131 t=307217
zeng shan gai 	增删改	c=3 d=1.02317 t=128000
zeng song 	赠送	c=2 d=1 t=161018
zeng xiang 	增项	c=2 d=1 t=308709
zeng xiao 	增效	c=1 d=1 t=298931
zeng zhang 	增长	c=53 d=2.40348 t=336551
zeng zhi 	增值	c=3 d=1 t=325129
zha 	扎	c=5 d=1 t=329205
zha 	渣	c=1 d=1 t=24732
zha 	炸	c=3 d=1.38481 t=326839
zha 	眨	c=1 d=1 t=247790
zha 	闸	c=1 d=1 t=81825
zha dao 	扎到	c=1 d=1 t=182463
zha dui 	扎堆	c=1 d=1 t=51262
zha guo 	炸锅	c=1 d=1 t=118448
zha mao 	炸毛	c=1 d=1 t=165351
zha pian 	诈骗	c=8 d=1.97045 t=345393
zha ran 	扎染	c=1 d=1 t=52564
zha yu 	炸鱼	c=2 d=1.99501 t=326798
zhai 	债	c=2 d=1 t=305942
zhai 	摘	c=6 d=0.12938 t=345520
zhai 	窄	c=1 d=1 t=55130
zhai chao 	摘抄	c=2 d=0.13068 t=345520
zhai lu 	摘录	c=8 d=1 t=303854
zhai quan 	债券	c=1 d=1 t=42397
zhai wu 	债务	c=1 d=1 t=32444
zhai yao 	摘要	c=1 d=1 t=30832
zhan 	占	c=19 d=1 t=341406
zhan 	战	c=1 d=1 t=39606
zhan 	栈	c=17 d=1.956 t=184461
zhan 	站	c=39 d=0.00371249 t=345520
zhan 	粘	c=6 d=1 t=306331
zhan 	蘸	c=1 d=1 t=341686
zhan 	詹	c=1 d=1 t=341685
zhan bi 	占比	c=71 d=1.01179 t=342660
zhan chang 	战场	c=0 d=0.1 t=31736
zhan dao 	占到	c=1 d=1 t=324750
zhan dian 	站点	c=2519 d=1.23146 t=345520
zhan dian ming 	站点名	c=1 d=1 t=170992
zhan diao 	站掉	c=2 d=1 t=288410
zhan ding 	栈顶	c=3 d=1.96079 t=79428
zhan hai 	站还	c=1 d=0.1 t=262751
zhan hai m 	站还呒	c=1 d=1 t=262752
zhan jia 	站加	c=1 d=1 t=340958
zhan ju 	占据	c=0 d=0.1 t=308936
zhan ju cheng 	占据成	c=1 d=1 t=308937
zhan kai 	展开	c=105 d=1 t=334114
zhan kai 	绽开	c=1 d=1 t=326725
zhan lan 	展览	c=1 d=1 t=27530
zhan lue 	战略	c=1 d=1 t=32402
zhan lue mu biao 	战略目标	c=1 d=1 t=32406
zhan mai 	站买	c=1 d=1 t=66858
zhan man 	占满	c=1 d=1 t=323752
zhan nei 	站内	c=1 d=1 t=119118
zhan shan 	占删	c=1 d=1 t=306215
zhan shi 	展示	c=283 d=1.39824 t=343162
zhan shi duan 	展示端	c=1 d=1 t=167495
zhan shi xing 	展示型	c=1 d=1 t=321066
zhan shi ye 	展示页	c=1 d=1 t=156124
zhan shu ban 	粘鼠板	c=1 d=1 t=270915
zhan tie 	粘贴	c=3 d=1 t=25832
zhan wang 	展望	c=2 d=1 t=166312
zhan wei 	占位	c=1 d=1 t=173843
zhan wen xing 	占文星	c=5 d=1.96561 t=245134
zhan xian 	展现	c=6 d=1 t=306876
zhan xin 	崭新	c=1 d=1 t=271068
zhan yong 	占用	c=15 d=1.92774 t=340876
zhan zai 	站在	c=1 d=1 t=326693
zhan zhe 	站着	c=1 d=1 t=107708
zhan zheng 	战争	c=1 d=1 t=287740
zhang 	帐	c=1 d=1 t=302508
zhang 	张	c=44 d=0.199888 t=345520
zhang 	掌	c=1 d=1 t=71441
zhang 	涨	c=8 d=1 t=313530
zhang 	章	c=26 d=2.84154 t=319260
zhang 	账	c=13 d=1 t=332420
zhang 	长	c=12 d=1 t=336236
zhang ai 	障碍	c=2 d=1 t=130654
zhang bei 	长辈	c=1 d=1 t=326559
zhang cang 	张仓	c=2 d=1 t=104500
zhang cheng 	长成	c=1 d=1 t=266599
zhang da 	长大	c=1 d=1 t=203690
zhang dai dong 	张代栋	c=3 d=1.74826 t=118615
zhang dan 	账单	c=12 d=2.08422 t=311688
zhang dian 	张点	c=1 d=1 t=202091
zhang die 	涨跌	c=1 d=1 t=226841
zhang en liang 	张恩良	c=13 d=1 t=89106
zhang fu 	涨幅	c=2 d=1 t=214220
zhang hao 	帐号	c=197 d=1.62927 t=345520
zhang hao 	张浩	c=1 d=1 t=126590
zhang hao 	账号	c=2 d=1 t=17754
zhang hao jie 	张豪杰	c=4 d=2.6816 t=296534
zhang hong dou 	张红豆	c=41 d=1 t=297495
zhang hu 	账户	c=19 d=1 t=265511
zhang hua 	张华	c=0 d=0.1 t=111728
zhang hua ke 	张华克	c=1 d=1 t=111729
zhang jia 	涨价	c=3 d=1 t=164215
zhang jiang 	张江	c=1 d=1 t=82376
zhang jie 	章节	c=7 d=2.54099 t=51778
zhang jing 	张晶	c=1 d=1 t=169904
zhang jing 	张静	c=1 d=1 t=169247
zhang lang 	蟑螂	c=1 d=1 t=318060
zhang luo 	张罗	c=0 d=0.1 t=271897
zhang luo xia 	张罗下	c=1 d=1 t=271898
zhang man 	长满	c=1 d=1 t=170443
zhang mu 	帐目	c=1 d=1 t=297676
zhang mu niang 	丈母娘	c=4 d=1 t=285747
zhang peng 	帐篷	c=2 d=1.96561 t=36498
zhang peng 	张鹏	c=74 d=1.99501 t=333228
zhang qi 	账期	c=3 d=1 t=332411
zhang qian fan 	张千帆	c=3 d=1.55364 t=12816
zhang qiang 	张蔷	c=1 d=1 t=48113
zhang san 	张三	c=1 d=1 t=164442
zhang wo 	掌握	c=2 d=1 t=37057
zhang wu 	帐务	c=10 d=1 t=340016
zhang xiang 	张祥	c=2 d=1 t=247206
zhang xiang 	张翔	c=19 d=1 t=331154
zhang xin 	涨薪	c=1 d=1 t=172651
zhang xin ru 	张新茹	c=1 d=1 t=23475
zhang yan 	掌眼	c=1 d=1 t=71440
zhang yun 	张云	c=5 d=3.42294 t=297555
zhang zheng 	张正	c=19 d=1.01093 t=335615
zhang zhi 	张志	c=0 d=0.1 t=63202
zhang zhi wei 	张志伟	c=2 d=1.66698 t=63284
zhang zong 	账总	c=1 d=1 t=298545
zhao 	兆	c=1 d=1 t=103649
zhao 	找	c=316 d=2.14617 t=345520
zhao 	招	c=23 d=1 t=337332
zhao 	昭	c=1 d=1 t=318077
zhao 	照	c=14 d=1 t=307757
zhao 	着	c=10 d=1 t=262375
zhao 	罩	c=2 d=1 t=322650
zhao 	赵	c=24 d=1 t=344574
zhao ban 	照搬	c=1 d=1 t=94761
zhao bu 	找不	c=1 d=1 t=28036
zhao bu dao 	找不到	c=2 d=1 t=183648
zhao chao 	照抄	c=1 d=1 t=206643
zhao chong 	赵冲	c=1 d=1 t=14929
zhao chu 	找出	c=10 d=1 t=239708
zhao cuo 	找错	c=1 d=1 t=12539
zhao dao 	找到	c=47 d=1 t=341727
zhao dui 	找对	c=2 d=1 t=340681
zhao ge 	找个	c=5 d=1 t=327851
zhao gu 	照顾	c=2 d=0.00126207 t=345520
zhao gu hao 	照顾好	c=1 d=1 t=223851
zhao guo 	找过	c=1 d=1 t=181302
zhao hang 	招行	c=4 d=1 t=337329
zhao hao 	找好	c=1 d=1 t=30947
zhao hu 	招呼	c=7 d=1 t=333300
zhao hu le 	招呼了	c=1 d=1 t=3585
zhao huan 	召唤	c=2 d=1 t=301496
zhao hui 	找回	c=3 d=1 t=226596
zhao ji 	着急	c=5 d=0.00932553 t=345520
zhao kai 	召开	c=1 d=1 t=75284
zhao lan 	招揽	c=1 d=1 t=190174
zhao li ming 	赵利明	c=19 d=1 t=320453
zhao liang 	着凉	c=1 d=1 t=92580
zhao man ke 	赵满科	c=2 d=1 t=149173
zhao ni 	找你	c=7 d=1.19691 t=335410
zhao pian 	照片	c=27 d=0.000599149 t=345520
zhao pin 	招聘	c=11 d=1 t=237976
zhao ren 	招人	c=4 d=1 t=77221
zhao shang 	招商	c=6 d=1 t=321193
zhao shang xian suo 	招商线索	c=1 d=1 t=316968
zhao sheng 	招生	c=2 d=1 t=205081
zhao ta 	找他	c=1 d=1 t=93061
zhao xing 	赵兴	c=21 d=1 t=319279
zhao yang 	照样	c=2 d=1 t=275380
zhao ying 	赵莹	c=2 d=1.99501 t=118496
zhao zhao 	找找	c=27 d=1 t=325553
zhao zhao 	找着	c=1 d=1 t=270727
zhao zhao 	招招	c=0 d=0.1 t=134129
zhao zhao bao 	招招宝	c=1 d=1 t=134130
zhao zhe 	照着	c=4 d=1 t=278567
zhao zhou qiao 	赵州桥	c=1 d=1 t=343070
zhao zong 	赵总	c=1 d=1 t=231358
zhe 	哲	c=3 d=1 t=341195
zhe 	折	c=1 d=0.1 t=160996
zhe 	浙	c=3 d=0.1 t=180221
zhe 	着	c=87 d=0.00403234 t=345520
zhe 	者	c=20 d=0.00450394 t=345520
zhe 	这	c=884 d=0.564105 t=345520
zhe bei 	浙贝	c=2 d=1 t=281102
zhe bei lv hua an 	浙贝氯化铵	c=1 d=1 t=180222
zhe ben 	这本	c=8 d=1 t=274203
zhe ben shu 	这本书	c=3 d=1 t=207659
zhe bian 	这边	c=310 d=1.00712 t=342585
zhe bo 	这波	c=1 d=1 t=204453
zhe bu 	这不	c=2 d=1 t=272335
zhe bu fen 	这部分	c=5 d=1 t=340137
zhe bu shi 	这不是	c=2 d=1 t=338214
zhe cha 	这茬	c=1 d=1 t=333454
zhe chang 	这场	c=1 d=1 t=329890
zhe ci 	这次	c=82 d=1.20465 t=336102
zhe da 	浙大	c=1 d=1 t=253502
zhe dan 	这单	c=1 d=1 t=68962
zhe dian 	这点	c=3 d=1 t=276263
zhe duan 	这段	c=9 d=1 t=343269
zhe er 	这儿	c=7 d=1 t=325684
zhe fang mian 	这方面	c=5 d=1 t=203819
zhe fen 	这份	c=14 d=0.0269169 t=345520
zhe fu 	这幅	c=1 d=1 t=232334
zhe gai 	遮盖	c=1 d=1 t=337611
zhe ge 	这个	c=2896 d=1.88685 t=345520
zhe ge gei 	这个给	c=2 d=1 t=307532
zhe ge hua 	这个话	c=1 d=1 t=291774
zhe ge jia 	这个价	c=1 d=1 t=171883
zhe ge qian 	这个钱	c=1 d=1 t=307066
zhe ge shi 	这个是	c=2 d=1.00002 t=4773
zhe ge yue 	这个月	c=4 d=1 t=297789
zhe ge zu zhi 	这个组织	c=1 d=0.45612 t=345520
zhe gen 	这根	c=0 d=0.1 t=311753
zhe gen xian 	这根线	c=1 d=1 t=311754
zhe gou 	这够	c=1 d=1 t=142236
zhe guai 	这怪	c=2 d=1 t=333365
zhe hang 	这行	c=2 d=1 t=327781
zhe he 	折合	c=3 d=1.0006 t=312724
zhe hou 	折后	c=1 d=1 t=316982
zhe hui 	这回	c=8 d=1 t=314533
zhe hui shi 	这回事	c=1 d=1 t=109084
zhe ji ge 	这几个	c=2 d=1 t=115857
zhe ji tian 	这几天	c=3 d=1 t=324148
zhe jia 	折价	c=1 d=1 t=227363
zhe jia 	这家	c=3 d=0.1 t=330245
zhe jia dian 	这家点	c=1 d=1 t=330246
